@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute landmarks-1 numeric
@attribute landmarks-2 numeric
@attribute landmarks-3 numeric
@attribute landmarks-4 numeric
@attribute landmarks-5 numeric
@attribute landmarks-6 numeric
@attribute landmarks-7 numeric
@attribute landmarks-8 numeric
@attribute landmarks-9 numeric
@attribute landmarks-10 numeric
@attribute landmarks-11 numeric
@attribute landmarks-12 numeric
@attribute landmarks-13 numeric
@attribute landmarks-14 numeric
@attribute landmarks-15 numeric
@attribute landmarks-16 numeric
@attribute landmarks-17 numeric
@attribute landmarks-18 numeric
@attribute landmarks-19 numeric
@attribute landmarks-20 numeric
@attribute landmarks-21 numeric
@attribute landmarks-22 numeric
@attribute landmarks-23 numeric
@attribute landmarks-24 numeric
@attribute landmarks-25 numeric
@attribute landmarks-26 numeric
@attribute landmarks-27 numeric
@attribute landmarks-28 numeric
@attribute landmarks-29 numeric
@attribute landmarks-30 numeric
@attribute landmarks-31 numeric
@attribute landmarks-32 numeric
@attribute landmarks-33 numeric
@attribute landmarks-34 numeric
@attribute landmarks-35 numeric
@attribute landmarks-36 numeric
@attribute landmarks-37 numeric
@attribute landmarks-38 numeric
@attribute landmarks-39 numeric
@attribute landmarks-40 numeric
@attribute landmarks-41 numeric
@attribute landmarks-42 numeric
@attribute landmarks-43 numeric
@attribute landmarks-44 numeric
@attribute landmarks-45 numeric
@attribute landmarks-46 numeric
@attribute landmarks-47 numeric
@attribute landmarks-48 numeric
@attribute landmarks-49 numeric
@attribute landmarks-50 numeric
@attribute landmarks-51 numeric
@attribute landmarks-52 numeric
@attribute landmarks-53 numeric
@attribute landmarks-54 numeric
@attribute landmarks-55 numeric
@attribute landmarks-56 numeric
@attribute landmarks-57 numeric
@attribute landmarks-58 numeric
@attribute landmarks-59 numeric
@attribute landmarks-60 numeric
@attribute landmarks-61 numeric
@attribute landmarks-62 numeric
@attribute landmarks-63 numeric
@attribute outputs-1 numeric

@data
138,'2021/06/23 12:56:10:614',4,643.43158,395.782318,-0.000558,568.736389,370.14325,-6.685005,509.745361,318.490326,-9.024093,462.403351,271.36615,-11.845011,420.861694,239.984818,-14.951606,553.676819,200.523132,2.715172,534.822388,125.98188,3.548444,525.457214,77.528465,3.123713,518.127686,39.382038,1.794704,604.799927,187.360092,2.467623,595.710938,103.905922,4.569321,590.683228,50.401115,3.367422,585.257141,12.060816,1.833868,653.713074,192.901031,0.439202,656.056213,118.968567,0.731165,657.535522,69.885544,-0.848717,656.685364,34.267517,-2.191131,701.362061,213.632965,-2.791254,721.508301,159.672684,-4.032881,735.408875,121.132301,-5.447295,745.462646,84.940941,-6.324086,1
139,'2021/06/23 12:56:10:621',4,644.179382,395.842133,-0.000508,568.883179,369.566101,-6.524075,510.062195,318.177307,-8.826632,462.585419,271.738159,-11.644726,420.631744,240.779572,-14.776621,554.309448,201.046631,2.743917,534.977051,126.596352,3.593295,525.317322,78.188126,3.189761,517.776794,40.161041,1.873187,605.077148,188.026947,2.405735,595.556519,104.487595,4.480743,590.50769,50.972855,3.28365,585.203491,12.471304,1.778519,653.702515,193.48761,0.314547,655.676147,119.62291,0.611661,657.342407,70.387787,-0.930806,656.823364,34.504047,-2.234689,701.001953,213.93187,-2.96409,721.245361,160.109116,-4.183561,735.51123,121.536018,-5.562917,746.002625,85.212883,-6.409909,1
140,'2021/06/23 12:56:14:432',5,637.627014,396.688202,-0.000413,564.156677,371.61734,-1.576044,515.008728,313.490173,-0.97999,502.771301,250.477646,-2.943234,511.472107,205.858551,-4.682852,551.224548,248.269119,18.017582,538.620483,206.35582,2.477781,539.62677,253.730225,-5.402943,546.737427,282.486908,-2.852969,587.469055,242.486588,14.717969,573.94165,202.584091,-3.352051,576.078308,273.950775,-12.514302,590.103271,302.4841,-10.58698,629.252991,242.206985,8.486589,614.101013,206.228455,-9.399641,613.561157,276.975739,-15.287664,627.71405,306.182343,-11.320167,674.669189,249.204346,2.457378,657.373291,215.812561,-10.474934,646.534424,262.927765,-12.500966,653.913757,292.412018,-8.252137,0
141,'2021/06/23 12:56:14:435',5,637.054077,394.323486,-0.000422,562.430176,370.812744,-1.760268,510.569885,314.792084,-1.520876,499.053619,250.761414,-3.614294,513.615967,205.462814,-5.636135,547.844116,247.983353,17.234716,534.812378,205.852097,0.578174,537.338074,255.299332,-7.412762,544.858765,284.784485,-3.931887,585.637329,241.050552,14.143682,570.465454,204.061356,-4.460653,575.106567,276.314758,-12.724964,590.388855,302.102722,-10.025276,628.281189,240.490555,8.082478,612.630066,208.264511,-9.72656,613.414429,278.745178,-14.82708,627.69104,304.397705,-10.433208,674.388,246.886139,2.139506,656.305237,217.178421,-10.251807,646.409119,264.350006,-11.413117,653.8396,291.180695,-6.500766,0
142,'2021/06/23 12:56:14:777',5,634.317566,396.293365,-0.000279,558.991211,374.876892,-2.476506,507.384583,319.925354,-2.66098,496.001526,255.024216,-4.763508,515.905212,209.849838,-6.16246,549.82959,245.694611,13.433447,532.605164,206.104355,-5.408146,535.878418,262.172455,-12.489416,546.143494,292.610596,-6.910457,588.665771,239.969986,10.412659,570.285278,206.667358,-9.974619,574.154724,280.064209,-16.430689,589.32782,302.422668,-12.161321,630.888428,241.848892,4.351973,613.2276,214.454956,-14.650383,612.745789,285.178284,-18.196394,626.9151,306.584259,-12.823698,675.942322,249.748367,-1.763406,655.829285,224.425964,-14.541224,645.217346,272.220428,-14.113911,653.338135,296.593109,-8.236899,0
143,'2021/06/23 12:56:14:784',5,635.032166,395.762115,-0.000246,558.83136,373.133575,-1.530801,507.473114,318.031647,-1.184339,495.967865,253.097565,-3.003314,515.835571,208.439468,-4.134709,550.549255,245.824799,14.869009,531.882141,206.756317,-3.696386,535.521912,261.713287,-10.567943,547.118652,291.041351,-4.972791,588.908447,240.276016,11.421504,568.820679,207.810425,-8.809799,573.967285,280.210114,-15.528759,590.588501,301.570953,-11.424458,630.972168,241.998138,5.005771,611.276672,215.779984,-13.670385,612.501587,285.568146,-17.290249,628.31073,305.688507,-12.006401,675.795044,249.764694,-1.387057,653.834961,225.942657,-14.081965,644.394409,273.509613,-13.83704,654.183533,296.648529,-8.081363,0
144,'2021/06/23 12:56:15:112',5,636.670959,395.69104,-0.000259,560.386963,373.949493,-1.431491,508.771301,318.813965,-0.889984,496.77887,254.468964,-2.534779,514.028442,209.703796,-3.576214,549.241455,246.023026,15.644535,532.311462,206.801117,-2.284801,536.021362,260.384583,-9.263737,547.061401,289.431671,-3.945723,587.599243,240.219238,12.179624,568.915039,207.656677,-7.632397,574.058533,279.641296,-14.628456,590.33905,301.24411,-10.699371,629.862427,241.743042,5.726864,611.103333,215.577347,-12.732257,612.294434,285.280975,-16.624752,627.679382,306.018951,-11.40538,675.156494,249.664215,-0.687087,653.852356,225.759079,-13.318053,644.457947,273.194427,-13.313363,653.78656,296.783783,-7.595908,0
145,'2021/06/23 12:56:15:116',5,635.000732,394.821411,-0.000241,559.870911,374.951111,-2.510894,507.437897,320.270905,-2.705729,495.149414,255.606644,-4.571108,513.633484,210.303268,-5.441979,549.010315,245.323196,12.53558,531.808472,207.120911,-6.356105,536.275269,263.378662,-12.832412,546.987305,292.320709,-6.938646,588.036316,239.371552,9.524966,568.49292,209.175262,-10.650908,574.319641,281.760864,-16.145832,590.21521,301.392639,-11.600466,630.273621,241.304321,3.498167,611.364868,217.69014,-15.054513,612.770752,286.95462,-17.593107,627.81897,305.032166,-11.974646,675.224121,249.0466,-2.659158,653.785645,227.338318,-15.039313,644.676514,274.521912,-13.863668,654.179565,295.906158,-7.725309,0
146,'2021/06/23 12:56:15:437',5,636.797607,395.948212,-0.000244,561.212097,374.253723,-1.604859,509.698456,319.425293,-1.338909,497.367981,255.603897,-3.331034,514.19397,211.500626,-4.696583,549.718994,245.378937,14.866577,530.915894,207.914658,-3.52464,534.808044,261.700531,-10.241109,546.482544,291.001526,-4.759065,587.744019,239.313919,11.289934,567.308105,208.749649,-8.809074,573.282654,280.644562,-15.372804,589.94635,302.211548,-11.22804,629.733337,240.750305,4.676258,609.291321,216.794037,-13.962354,611.421204,286.410217,-17.32159,627.472229,306.701782,-11.933372,674.495667,248.583298,-1.930773,651.94043,226.740524,-14.776875,643.169983,274.396942,-14.374145,653.190002,297.406281,-8.500307,0
147,'2021/06/23 12:56:15:441',5,635.621094,397.546753,-0.000187,560.162415,374.5896,-1.058246,508.652313,318.601135,-0.434863,496.743195,254.0298,-2.264257,513.763428,209.544662,-3.532769,549.41217,244.500336,16.45084,530.159973,207.279343,-2.025881,533.648254,261.605682,-8.786938,545.475159,290.794373,-3.233064,587.375488,238.669113,12.656977,566.519836,208.200195,-7.338333,572.704041,280.754761,-14.113957,590.116089,302.286469,-9.95364,629.795227,240.307404,5.753258,607.983948,215.99086,-12.99084,610.796448,286.900452,-16.475212,628.107056,307.458008,-10.926137,674.893433,248.551941,-1.056861,650.630676,226.774994,-14.271847,642.266235,275.784882,-13.923153,653.65686,299.003448,-7.888679,0
148,'2021/06/23 12:56:15:952',5,639.255798,395.205902,-0.000124,562.760071,372.269714,-1.46416,512.462219,317.17038,-0.926532,500.254303,254.193832,-2.707489,515.532654,210.591843,-4.127439,554.719238,247.100067,15.56072,538.623474,205.697006,-1.794984,540.37262,257.528778,-9.405683,549.614014,287.666779,-5.049615,592.292053,242.004303,12.019074,575.314819,205.401443,-7.534789,577.545654,276.696869,-15.596193,592.301025,301.906281,-12.604995,633.940613,244.068039,5.547211,616.951477,212.973511,-12.908618,615.0625,282.170685,-17.806238,628.789185,307.031311,-13.345508,678.479553,253.080688,-0.850425,659.141907,224.211441,-13.6315,647.11731,270.00824,-14.445024,654.33728,296.989227,-9.408169,0
149,'2021/06/23 12:56:15:962',5,638.896484,393.584076,-0.000238,564.533875,372.772156,-2.383171,514.239685,317.979248,-2.313517,501.952911,255.642975,-4.286419,516.423767,212.895676,-5.800473,554.245056,247.124237,13.610188,540.626282,206.126617,-4.094481,543.457397,257.985626,-11.971141,552.201477,288.19873,-7.891723,591.990234,241.365662,10.393784,577.645325,205.409683,-9.554344,579.81012,277.012268,-17.479858,593.0578,302.04892,-14.501917,633.614441,243.093719,4.275891,619.839966,212.806259,-14.37465,617.278076,281.889313,-19.146576,629.177368,306.540955,-14.718093,678.368103,251.935486,-1.862658,662.475403,223.348404,-14.664934,650.059021,269.062744,-15.329411,655.499573,296.062531,-10.110376,0
150,'2021/06/23 12:56:16:369',5,638.578613,390.259369,0.000164,568.230347,372.152985,-7.679083,511.805389,317.552734,-12.018064,502.872833,250.61937,-17.028053,537.334045,204.458527,-19.877634,554.275818,241.166779,7.3691,534.234558,203.761719,-14.254841,539.603455,257.287231,-20.736116,553.280579,285.457916,-14.105503,591.792847,238.405563,4.890978,573.76355,204.740936,-19.472387,578.728699,273.959137,-26.401157,593.971985,298.004913,-21.678091,632.931824,240.95018,-1.211251,615.279297,211.360489,-24.21731,615.194031,278.535522,-28.316076,629.089417,300.97229,-22.394667,676.430847,249.737808,-7.811567,655.588989,223.581406,-23.532972,646.815186,269.859619,-24.026997,655.628418,294.37381,-18.712206,0
151,'2021/06/23 12:56:16:377',5,637.642273,389.758362,0.000095,567.909668,372.256683,-7.593464,511.942719,317.928192,-11.644235,500.612366,252.250427,-16.505285,531.671814,205.852127,-19.504787,554.649719,241.33725,8.171515,533.895081,203.933212,-13.02697,539.636719,256.474915,-20.001087,553.753906,286.187012,-14.142603,591.666199,238.481476,5.728281,573.537476,204.224167,-18.413521,578.743591,273.223877,-26.753538,593.913391,299.066528,-23.161882,632.321411,240.617783,-0.246344,614.985596,210.506378,-22.738373,614.946594,276.824219,-27.985704,628.313599,301.085114,-22.921343,675.800537,248.778854,-6.714138,655.521423,222.008179,-22.535374,646.189392,266.847931,-24.007145,653.81842,292.391266,-19.384201,0
152,'2021/06/23 12:56:16:683',5,637.656067,390.007568,0.000171,568.200806,372.215759,-7.623298,512.290161,317.691071,-11.871262,501.017212,252.076218,-16.995878,532.070129,205.359344,-20.207027,554.410583,240.709518,8.192997,533.317383,203.493515,-13.248059,538.967651,255.952484,-20.082491,553.386963,285.944519,-13.970278,591.260071,237.935608,5.640791,572.846252,203.615829,-18.702709,578.030334,272.734375,-26.803324,593.629395,298.628021,-22.941231,631.925537,240.220139,-0.499927,614.20929,210.204483,-23.145588,614.25647,276.590576,-28.171309,628.069092,300.933594,-22.916233,675.437073,248.678421,-7.141786,654.735596,221.844589,-22.896109,645.375488,266.646698,-24.294518,653.309753,292.300171,-19.674881,0
153,'2021/06/23 12:56:16:685',5,636.374573,391.371368,0.000439,568.249695,374.834808,-7.86134,510.950562,321.269592,-12.965614,498.199219,255.942947,-19.000732,528.806824,209.37796,-23.151936,551.121155,241.078934,7.982686,526.803955,204.44046,-13.960138,533.361938,255.886505,-21.69294,549.386658,286.618988,-16.585218,587.846802,236.989059,5.32242,566.838989,202.670197,-19.580242,572.658447,272.587036,-28.375139,589.516174,299.202454,-25.066835,628.417542,238.695877,-1.02647,607.591858,209.321411,-23.672543,608.592407,275.75351,-28.725174,623.967224,300.22467,-23.693043,672.20575,247.368256,-7.927244,648.031128,221.518524,-22.972933,639.289124,266.133606,-24.937366,648.716614,291.192749,-21.117138,0
154,'2021/06/23 12:56:17:283',5,637.199097,390.140076,0.000241,568.552856,374.647369,-8.245644,510.168091,322.006805,-13.614594,496.259399,255.343216,-19.680845,526.478577,206.880692,-23.675732,549.439453,243.990494,7.390465,525.360107,204.603836,-14.309481,532.638123,256.721313,-22.459589,548.862061,287.736572,-17.623411,586.182617,239.059708,5.26971,565.266785,202.375046,-19.166353,572.244751,273.278564,-28.048296,589.156799,300.662231,-24.637199,626.527039,239.53093,-0.417227,606.381775,207.514984,-22.681221,608.775208,274.933899,-27.7924,624.067322,299.895905,-22.589672,670.136536,246.517227,-6.635867,646.881409,218.662537,-21.20121,639.474121,264.021301,-23.088009,649.093811,289.60318,-18.998821,0.12
155,'2021/06/23 12:56:17:288',5,637.812195,390.401886,0.000203,568.032288,372.814667,-7.464967,512.290955,318.98233,-12.660854,499.117981,253.948364,-19.081942,525.6698,206.482788,-24.218319,551.083496,246.124084,8.20035,529.552979,204.455582,-12.407551,534.597351,253.199875,-20.532251,548.808777,284.530396,-16.499531,587.162109,241.64653,5.676101,568.753723,201.556931,-18.539196,573.494934,270.088806,-28.661692,589.275879,299.717133,-26.460045,627.313721,241.985214,-0.225587,609.987976,206.778763,-22.181795,610.200562,271.767975,-28.514248,623.891479,299.107361,-24.466938,671.686646,249.036652,-6.518587,650.63855,217.926987,-21.262241,641.26416,260.995239,-24.177731,648.645752,288.579529,-21.143446,0.12
156,'2021/06/23 12:56:17:657',5,637.945862,387.055542,-0.000862,563.980591,371.627594,-4.995786,508.385956,317.848785,-8.358197,486.475311,254.423645,-13.906558,498.711823,206.019318,-18.764847,543.333008,249.462524,14.992144,517.10437,203.275391,-1.634499,522.626892,246.536896,-12.423919,537.59613,277.285156,-12.901144,579.392151,239.289749,11.732001,556.24939,191.741135,-8.280029,561.18457,254.109634,-22.242025,578.218323,286.102631,-25.031298,620.09021,234.899841,5.659525,600.17157,193.142471,-10.59655,601.080566,248.807831,-19.970617,614.708862,276.667236,-20.337976,666.41449,237.700897,-0.875776,645.716125,204.006241,-11.764502,638.253174,238.51358,-16.766392,645.804871,264.72464,-16.447144,0.14
157,'2021/06/23 12:56:17:671',5,631.299133,388.032013,-0.000876,561.546692,372.520721,-4.033009,509.723602,315.969543,-6.813529,486.433167,260.893463,-12.871878,486.613586,223.01619,-19.84231,548.570129,241.252426,17.226624,525.189697,200.032242,-0.943497,524.577576,236.310654,-13.101099,532.291809,264.087097,-14.533693,582.67395,234.33226,12.974297,560.984802,187.772522,-7.576937,558.356262,242.148895,-22.639439,567.646912,272.23288,-24.718018,622.307983,232.479431,5.585224,601.022034,190.769104,-11.320513,595.594055,240.022491,-21.771509,603.217285,268.442322,-21.528128,667.444763,239.070969,-1.975793,646.528259,205.045944,-16.126646,634.450195,234.325943,-22.47953,637.662048,259.121796,-21.425995,0.14
158,'2021/06/23 12:56:18:265',5,630.6745,381.594147,-0.001076,560.060547,365.134888,-1.983841,514.335266,316.257111,-1.132565,488.294708,268.177277,-3.534398,476.711609,228.170273,-7.147676,548.876648,249.475281,26.485184,531.684998,206.184113,12.911964,518.581421,206.245621,-4.533475,511.965088,221.577637,-13.395519,583.354492,236.66597,22.458019,572.301086,183.35022,6.028637,558.568542,203.506561,-16.908642,555.187866,235.705444,-27.516729,623.04303,231.455887,15.40851,615.718506,180.762543,2.236162,599.975342,201.068283,-15.22056,594.52356,233.531326,-22.165794,667.956238,235.617096,8.192755,660.885803,194.405487,-4.188468,644.564819,200.132584,-15.56299,634.137329,223.983734,-20.862213,0.2
159,'2021/06/23 12:56:18:270',5,628.602539,375.646729,-0.001298,559.084045,360.795685,-2.866007,513.206299,312.459961,-1.206842,487.161072,264.611237,-1.597564,478.986725,222.847321,-2.930483,556.91925,229.937378,25.51943,540.599792,182.660278,18.179022,524.525757,173.700348,2.807833,512.057983,185.903992,-5.914165,595.430176,219.574509,22.676001,587.679504,161.417572,14.816117,566.352539,160.254059,-5.598586,551.182739,184.74501,-17.6038,633.757446,219.602036,17.206659,635.602966,162.541,11.572259,612.315063,159.073044,-5.070113,593.466125,181.632156,-14.834615,674.856323,230.036377,11.031685,672.943726,184.413055,5.168551,653.636108,172.237335,-5.171762,633.035278,183.519928,-12.587224,0.2
160,'2021/06/23 12:56:18:811',5,632.296143,381.224396,-0.000701,559.535889,365.714081,-2.452889,510.160461,317.449951,-1.099116,483.470123,266.997345,-1.401736,478.940521,225.837784,-2.086089,555.542114,234.587967,22.781427,538.095459,183.078506,19.251778,526.202942,170.333588,9.170258,516.796814,177.767242,2.938325,595.529602,222.259369,20.153347,584.42218,158.749985,16.264479,568.545532,152.782181,1.692536,556.121338,171.718384,-7.36713,634.966614,221.126541,15.101748,631.469727,158.488434,10.660501,613.594482,153.220856,-2.344778,598.233337,171.733612,-9.911068,676.571472,231.738708,9.477924,671.962769,179.485321,4.157096,655.213806,166.693802,-3.819107,637.196716,176.142822,-9.293736,0.28
161,'2021/06/23 12:56:18:816',5,643.588806,356.665863,-0.000661,568.279968,364.002045,-2.429348,516.036804,323.441711,-0.584008,489.036652,276.644623,-0.444554,475.36322,238.719162,-0.676921,558.69519,234.967224,20.390398,539.33728,179.46376,25.458055,526.277222,148.220337,28.601061,514.731262,128.25293,30.235424,603.680481,219.955444,19.227203,589.534668,160.808838,25.76111,573.006104,124.120514,26.616169,556.152039,102.24324,26.879601,646.577942,217.864502,15.720037,639.687317,162.567902,20.235762,625.338379,129.181076,19.245275,608.335083,109.544212,18.09927,690.68335,226.437683,11.195797,689.478516,180.804306,13.133653,682.605408,152.561569,12.659679,670.52063,131.013794,12.598891,0.28
162,'2021/06/23 12:56:19:553',5,639.084839,378.700684,-0.000683,560.939148,375.496033,-1.533648,506.169495,329.070618,0.856425,475.309052,278.899872,0.988226,457.228607,241.525543,0.348615,555.262817,232.411545,22.203705,534.188721,177.641235,27.296513,518.990723,142.620209,27.882412,505.403656,115.307625,27.254377,601.945435,216.583649,20.023651,586.103394,155.877731,27.653223,568.714478,114.840698,26.634583,551.739868,85.840683,25.044209,646.689514,214.308823,15.378426,637.343628,154.522781,20.789413,620.429504,115.22702,20.093637,602.139099,87.396965,18.750889,692.207092,224.157364,9.420227,692.492004,173.354721,12.177771,685.479248,138.784454,12.332911,674.227173,108.140785,12.334457,0.66
163,'2021/06/23 12:56:19:555',5,643.592773,387.730408,-0.000748,567.139099,378.785248,-6.79262,508.094696,326.70517,-8.236432,470.877075,272.496643,-10.742711,442.532837,230.826523,-13.769016,556.058838,223.002304,9.43568,538.864685,160.253799,11.387013,528.227356,117.338089,10.863173,518.447815,83.036163,9.497946,606.169006,207.770752,8.727669,593.930176,139.730942,12.456193,581.880371,91.558144,10.452543,569.764587,57.889938,8.414138,652.650146,207.031815,5.66035,648.112244,141.74646,7.630466,637.891663,94.995277,5.605957,625.297302,61.13258,3.692565,699.661987,218.92691,1.098478,702.89679,164.990021,0.718419,700.918213,125.839035,-0.905527,695.384949,90.230957,-2.007802,0.66
164,'2021/06/23 12:56:20:191',5,645.663391,395.799622,-0.001051,569.811096,379.870667,-6.761431,510.195496,324.421967,-8.559671,470.738983,266.841553,-11.103417,439.759369,224.343384,-13.91416,553.087158,218.959259,6.398812,539.246155,151.807312,7.693384,531.101624,106.388191,6.975698,523.854431,68.539436,5.445151,602.537109,204.178329,5.79682,590.294373,131.666687,8.309968,579.530579,80.71447,6.271238,569.501465,43.285309,4.053308,649.118958,204.955215,3.143678,643.397522,136.211975,3.622186,634.055359,88.331032,1.135525,623.254822,52.942802,-1.088858,696.109314,218.682083,-0.829708,698.492859,162.755264,-2.100238,696.748596,123.185028,-4.034208,692.210449,87.21756,-5.451685,0.91
165,'2021/06/23 12:56:20:203',5,648.461487,395.105591,-0.000928,572.246765,380.127014,-6.916314,511.904663,326.080933,-8.980391,471.810913,269.455109,-11.696305,440.550507,226.937149,-14.616729,555.403137,217.987091,5.298755,539.125916,150.886246,6.215345,529.49884,105.205994,5.449941,520.700745,67.352699,3.914776,604.973938,202.297516,4.653864,591.972595,128.977905,6.84154,580.696411,77.469299,4.905346,570.048401,39.999687,2.842439,651.698303,202.494125,1.984585,646.773987,132.660355,2.210674,637.967834,83.058174,0.045103,627.365601,46.401505,-1.878203,698.709106,216.282089,-2.015853,702.673462,159.507324,-3.538734,702.133423,118.588669,-5.330513,698.863403,81.506615,-6.54174,0.91
166,'2021/06/23 12:56:20:786',5,645.993652,394.689941,-0.000673,566.954956,378.19455,-6.071595,506.946106,323.868683,-8.120297,466.848633,269.832489,-11.167804,435.874207,229.537186,-14.618648,556.263062,214.728851,5.154612,538.075867,149.758133,5.493094,527.194458,104.398781,4.176018,517.388794,66.83049,2.090653,605.747864,199.617615,3.458078,595.47113,125.024361,4.868536,587.139771,71.368149,2.380144,578.574463,32.24852,-0.036677,652.806091,201.254791,-0.243788,651.962402,130.295227,-0.596685,647.565979,76.954857,-3.001869,640.478943,37.098011,-5.096197,700.553772,217.886429,-5.244697,711.028442,162.065201,-7.257543,716.919373,119.51754,-9.268685,719.246338,79.975822,-10.678377,1
167,'2021/06/23 12:56:20:789',5,646.822327,399.461426,-0.00047,566.359375,374.96936,-5.07755,508.083588,323.38092,-6.854102,465.535217,274.895966,-9.416673,430.976074,238.991318,-12.138439,557.997681,209.887161,3.393148,538.713867,138.40451,3.939233,527.086975,90.722916,3.298063,517.388672,52.785648,1.670259,607.424377,194.354279,1.796976,597.178101,111.292122,3.340083,589.554321,55.964832,1.773667,582.521057,16.086769,-0.013348,654.448425,197.186508,-1.459234,655.082825,121.557655,-1.794901,654.015442,68.517143,-3.4216,651.362122,29.545948,-4.846356,700.45636,215.938965,-5.808776,716.816589,158.909317,-7.704144,727.872009,117.439262,-9.183842,736.283264,79.08815,-10.122628,1
168,'2021/06/23 12:56:21:135',5,645.13678,399.620728,-0.000417,567.920837,374.450073,-6.207403,509.425171,321.357483,-8.508359,464.594055,272.180267,-11.503431,425.671509,237.8629,-14.779368,558.414551,205.404984,3.035986,539.648987,133.87027,3.743216,529.43689,85.269577,3.102844,520.748291,45.738621,1.422713,609.015564,191.041473,1.941899,601.547363,108.885361,3.84469,596.899475,53.265648,2.458162,591.916138,12.731201,0.766996,657.15448,195.953339,-0.951497,662.037598,121.748611,-0.947545,665.094238,69.220779,-2.410466,665.352783,29.904074,-3.717455,704.161621,217.296692,-5.074513,725.483032,162.653992,-6.719433,740.870667,122.602379,-8.057356,752.876587,84.277473,-8.8461,1
169,'2021/06/23 12:56:21:148',5,646.238037,397.052521,-0.000402,569.326233,371.748016,-6.668052,509.965271,320.375153,-9.184058,462.968109,272.833557,-12.207788,422.675323,240.363235,-15.511038,560.384094,204.727676,2.156613,541.468445,132.083572,2.853793,532.050232,83.662994,2.283448,524.494446,44.79847,0.741584,611.364868,190.629013,1.511759,604.631775,107.140678,3.56069,601.999146,51.796535,2.378782,599.266479,11.52947,0.809817,659.372253,195.753357,-0.873138,665.085205,121.032997,-0.687145,670.581787,69.264229,-2.033204,673.414307,30.369801,-3.247057,705.30188,216.944473,-4.488791,727.950195,162.505051,-5.929845,745.419678,123.653633,-7.136908,759.720947,86.134995,-7.812694,1
170,'2021/06/23 12:56:21:489',5,646.138367,397.595093,-0.000406,569.781128,372.57309,-6.769171,510.241364,321.024048,-9.331092,462.812653,273.161713,-12.386534,422.077087,240.733383,-15.734049,561.144592,205.802048,1.995144,541.988831,133.146622,2.672988,532.438354,84.663193,2.040581,524.778809,45.628231,0.438951,612.0354,191.642502,1.347793,605.246704,108.15519,3.390862,602.721191,52.65218,2.191678,600.319824,12.154615,0.620703,659.836182,196.787994,-1.03688,665.847717,122.036438,-0.831734,671.94458,70.211029,-2.150501,675.415405,31.073751,-3.354574,705.424316,218.194016,-4.668075,728.427368,163.749649,-6.112761,746.317139,125.061279,-7.295482,761.212769,87.527809,-7.939976,1
171,'2021/06/23 12:56:21:492',5,647.731323,396.152649,-0.000286,572.819214,371.596161,-7.265496,511.931854,320.113953,-10.025396,462.044525,273.507416,-13.26847,419.045074,243.306229,-16.829029,562.511902,202.820328,1.79669,543.844238,131.172195,2.507972,534.567383,83.863075,1.707744,527.170959,45.688358,-0.130491,613.156433,188.478424,1.295001,607.545044,105.775826,3.500561,605.736023,51.378437,2.272987,604.149902,11.922185,0.669545,660.75531,194.636551,-1.018288,668.23761,120.813034,-0.63895,675.556396,70.048401,-1.846042,680.23584,31.440165,-2.964286,706.363098,218.235245,-4.668736,731.363708,165.573242,-6.000773,751.308716,128.632141,-7.047868,768.381226,91.765663,-7.55172,1
172,'2021/06/23 12:56:21:950',5,647.465637,395.595551,-0.000302,573.484863,371.305695,-7.752575,512.926819,320.149323,-10.813272,462.952942,274.134186,-14.270969,419.746643,244.201996,-18.065392,562.157532,201.747437,1.306425,543.214905,130.223663,1.897068,533.907837,82.669792,1.027994,526.724731,44.232845,-0.829988,612.689514,187.622925,1.020581,607.137573,104.853065,3.167304,605.692627,50.230595,1.893756,604.530457,10.602328,0.241991,660.051819,193.996399,-1.103623,667.57373,120.179604,-0.810229,675.175476,69.296913,-2.130011,680.177429,30.709751,-3.313519,705.388977,217.542725,-4.590984,730.073608,164.967682,-5.999179,750.028687,127.893097,-7.120538,767.111755,91.010162,-7.684741,1
173,'2021/06/23 12:56:21:955',5,646.475708,396.825439,-0.000366,571.807861,373.058014,-7.591516,512.164429,321.507782,-10.544118,464.125427,274.677582,-13.893951,422.441681,243.76384,-17.547523,560.462891,202.107574,1.613957,541.733643,129.691025,2.188981,532.171204,81.339378,1.404572,524.642273,42.428837,-0.30272,611.383179,188.464951,1.328381,605.139648,105.298531,3.350151,602.30542,50.180916,2.021502,599.356323,10.348257,0.319969,659.128906,194.891144,-0.792142,665.697571,120.773987,-0.66325,671.280029,69.626404,-2.171746,674.086792,31.234472,-3.495374,704.990356,218.019913,-4.231587,728.090637,164.822784,-5.764162,745.767761,126.766708,-7.068615,760.171204,89.515221,-7.803978,1
